Record_ID,Date,Area_ID,Population,Population_Density,Household_Size,Per_Capita_Income,Urban_Rural_Type,Temperature_C,Rainfall_mm,Humidity_percent,Season,Day_Type,Festival_Event,Water_Demand,Past_Waste_t1_tons,Past_Waste_t7_tons,Past_Waste_t30_tons,Organic_Waste_percent,Plastic_Waste_percent,Paper_Waste_percent,Other_Waste_percent,Collection_Frequency_per_week,Vehicle_ID,Vehicle_Capacity_kg,Current_Load_kg,Fuel_Consumption_km_per_l,Vehicle_Location_Lat,Vehicle_Location_Long,Traffic_Congestion_Level,Road_ID,Distance_km,Travel_Time_min,Road_Type,Road_Condition,One_Way_Flag,Toll_Road,Recycling_Rate_percent,Disaster_Event,Waste_Generated_tons,,,
9861,29-10-2024,35,57633,20380.80104,2,105585,Rural,21.3,125.9,60.8,Winter,Weekday,None,7478.34,55.08,71.76,4497.87,58.1,29,14.6,9.2,5,23,3000,6354.7,5.4,14.789013,80.13873,Low,267,52.96,28.2,Residential,Good,0,1,31.3,None,115.27,,,
9862,21-04-2024,38,389370,5962.945222,7,71014,Urban,21.1,259.1,86.2,Winter,Weekday,None,54025.2,115.08,3099.92,2501.66,54.7,14,5.1,11,6,48,8000,928.7,3.87,11.097212,78.650756,Low,88,15.68,135.8,Residential,Good,0,1,41.1,None,778.74,,,
9863,23-05-2024,67,155636,11945.32299,7,139618,Rural,29.4,65.1,56.8,Summer,Weekday,Local_Festival,20605.98,98.15,637.02,6062.31,69.9,26,13.6,12.3,4,49,3000,1173.6,3.02,21.30887,78.484138,Low,48,28.11,99.5,Residential,Average,1,0,45,None,311.27,,,
9864,27-07-2024,41,476885,20524.36871,5,448718,Urban,23.4,54.9,92.6,Winter,Weekday,None,67281.7,458.66,1687.27,332.11,67.4,26.5,5.7,9.5,2,9,3000,2416.9,4.45,23.588887,83.674186,High,192,40.02,100.5,Main_Road,Good,0,0,29.2,None,953.77,,,
9865,11-08-2024,99,416330,5795.311878,6,423855,Urban,21.6,216.3,71,Summer,Weekday,Local_Festival,58067.17,60.16,1192.34,8233.24,52.6,24.9,10.5,11.1,3,30,2000,754.4,5.64,12.233346,80.580737,Medium,333,47.76,6.3,Main_Road,Good,1,1,30.6,None,832.66,,,
9866,12-02-2024,50,37803,8141.764688,7,76874,Rural,30.4,292.7,79.2,Monsoon,Weekend,None,4883.14,471.98,1577.56,201.15,48.8,29,18.4,10.2,2,20,2000,2637.4,3.07,21.858756,84.312894,Low,273,47.47,154.4,Main_Road,Average,0,0,18.4,None,75.61,,,
9867,20-09-2024,86,231393,11257.45967,5,457792,Urban,23.7,134.2,63.1,Summer,Weekday,Local_Festival,31111.23,75.7,1868.85,4526.37,58.6,17.8,6.5,14.9,3,48,5000,5317.9,5.61,29.640469,94.305116,High,241,7.36,50.7,Residential,Good,0,0,18.2,None,462.79,,,
9868,31-08-2024,72,382852,7159.708829,4,102123,Rural,17.4,105,57.9,Winter,Weekday,None,53059.84,292.62,1157.69,2641.41,59.9,24,6.4,7,2,42,8000,7785.9,3.37,30.593431,78.520542,Low,59,57.21,167.8,Residential,Good,0,0,11.1,None,765.7,,,
9869,03-01-2024,79,134997,11802.37486,4,340649,Urban,35.5,76.2,35.5,Winter,Weekday,National_Festival,17790.67,98.92,2768.46,13293.94,51.1,23.2,17.3,14.8,3,39,5000,7767.9,3.04,21.960579,83.139637,High,246,45.07,140.4,Main_Road,Good,0,0,51.5,None,269.99,,,
9870,04-05-2024,45,108838,735.1177901,7,414848,Urban,32.6,14.9,37.8,Winter,Weekend,None,14266.15,330.37,1924.32,12952.24,55.5,28.3,9,8.2,2,36,3000,3359.3,2.28,8.824566,84.321791,Medium,465,56.28,13.4,Residential,Poor,1,1,38.7,None,217.68,,,
9871,24-09-2024,71,457557,5698.605332,3,490876,Urban,21.4,53.5,67.2,Monsoon,Weekend,None,64308.33,416.15,3234.06,11709.54,58,13.2,5.5,5.6,2,40,8000,3290.5,5.41,29.547142,88.394662,Low,348,4.91,102.1,Residential,Good,0,0,21.4,Cyclone,915.11,,,
9872,24-03-2024,19,290689,20897.55731,3,129435,Urban,32.5,28,69.9,Monsoon,Weekday,Local_Festival,39544.79,50.96,452.48,10916.86,56,12.1,14.3,7.5,2,3,2000,5758.9,2.89,24.26502,74.83564,High,494,8,82,Highway,Good,0,0,22.5,None,581.38,,,
9873,16-01-2024,17,67759,10630.30798,7,199098,Urban,43.7,148.2,94,Summer,Weekend,None,8809.83,475.5,1161.41,11820.94,53.2,23,9,5.8,4,36,8000,961.1,3.04,29.118258,77.874303,Medium,398,55.06,148.7,Residential,Average,0,0,43.6,None,135.52,,,
9874,29-11-2024,65,111313,16091.94131,5,460617,Urban,43.7,293.5,85.8,Winter,Weekday,None,14598.38,81.4,2085.88,1793.75,64.4,25.3,11.2,10.5,3,5,3000,4163.8,5.13,35.963407,71.709431,Low,426,25.29,129.9,Residential,Good,0,0,13.3,None,222.63,,,
9875,28-02-2024,93,343632,6191.054227,5,423726,Rural,31,236.2,84.9,Monsoon,Weekday,National_Festival,47217,232.65,2499.11,11200.75,45.3,17.6,7.8,5.7,4,22,8000,4081.7,5.53,32.029014,95.482089,Low,40,38.99,123.9,Residential,Good,1,0,50.2,None,687.26,,,
9876,25-06-2024,77,384949,16422.02728,3,113035,Rural,17.9,180.5,48.6,Summer,Weekday,None,53373.33,468.01,2481.03,12755.04,61.3,18.7,17.8,10.9,4,20,5000,4446.2,5.74,8.319944,83.41815,Low,412,44.94,145,Residential,Average,0,0,18.8,None,769.9,,,
9877,03-03-2024,56,204143,24999.35976,3,103194,Urban,28.7,146,56.8,Summer,Weekend,None,27288.67,441.22,1936.88,3944.06,65.8,28.9,14,6.1,2,8,2000,2870.3,4.61,27.334665,86.453789,High,191,17.78,104.2,Highway,Average,0,0,50.1,None,408.29,,,
9878,18-02-2024,93,321010,15084.54717,4,174343,Urban,15.8,185.2,36.6,Winter,Weekday,None,43917.92,57.45,1732.11,9010.42,63.2,23.8,15.5,12.1,4,32,8000,2833.5,5.56,36.956898,85.117435,High,452,0.55,44,Main_Road,Poor,0,0,39.2,Flood,642.02,,,
9879,02-11-2024,41,394289,15894.78478,5,428343,Urban,27.5,112.8,67.8,Winter,Weekday,None,54763.61,311.72,1324.71,8438.77,60.4,11.8,11.4,8.8,2,24,8000,1000.4,3.66,32.056518,81.108345,Low,252,58.53,148.5,Highway,Average,0,0,12,None,788.58,,,
9880,02-09-2024,42,488473,3232.235699,7,383297,Rural,42.3,53.5,34.5,Monsoon,Weekday,None,69088.06,400.14,3222.48,3749.67,48.5,21.2,8.2,12.2,3,26,8000,1394.7,5.45,35.2119,69.548618,Medium,283,57.17,46.9,Main_Road,Good,0,0,21.5,None,976.95,,,
9881,15-10-2024,6,337643,10382.84606,4,127201,Urban,29,176.9,59,Winter,Weekend,None,46343.48,375.4,2483.61,735.2,42.8,12.7,14.5,7.6,6,50,8000,5505.4,5.56,16.913338,76.434278,Medium,189,51.24,129.1,Main_Road,Average,0,0,16.2,None,675.29,,,
9882,12-10-2024,69,83243,21587.76001,7,82412,Rural,31.5,158.4,66.8,Monsoon,Weekend,None,10856.62,127.18,2097.9,13538.56,59.3,23.7,7,13,6,37,8000,5012.2,4.42,16.517165,90.611572,High,248,18.05,106.5,Highway,Average,0,1,50,None,166.49,,,
9883,27-11-2024,98,387923,20939.66335,3,163646,Rural,19.7,283.4,44.8,Monsoon,Weekend,None,53810.29,174.48,3202.62,8607.59,54.8,24.2,11.6,14.9,5,50,2000,5938.4,3.69,33.987759,75.704443,High,398,6.89,20.3,Highway,Good,1,0,52.2,None,775.85,,,
9884,15-01-2024,75,199225,13298.7782,5,54471,Urban,15.5,194.9,80.4,Monsoon,Weekday,None,26610.82,128.79,2646.04,6896.81,46.5,25.1,10.4,7.6,6,24,8000,7427.3,2.32,27.979177,96.35648,High,345,34.58,32.1,Main_Road,Good,1,1,16.6,None,398.45,,,
9885,03-12-2024,73,148932,22634.62667,3,490230,Urban,44.8,232,73.9,Summer,Weekday,None,19686.81,327.69,2900.28,12988.68,46.3,28.2,10,5.6,5,19,8000,912.4,5.59,27.995043,85.649657,Low,44,10.82,68,Residential,Average,0,0,23.3,None,297.86,,,
9886,11-09-2024,40,477999,4001.956946,7,307590,Urban,25.1,27.8,39.6,Monsoon,Weekday,None,67451.13,248.81,3286.09,10829.08,49.2,13.5,16,7.7,2,26,8000,2552.3,5.41,33.201321,89.824386,Low,38,25.97,85.1,Highway,Good,0,1,16.7,None,956,,,
9887,01-04-2024,41,87946,16625.64041,3,166409,Rural,23.4,228.3,93.9,Monsoon,Weekday,None,11481.62,464.81,2081.29,2740.69,61.3,22,9,5,2,20,5000,6591.1,3.62,15.234379,82.409764,Medium,78,26.45,140,Main_Road,Good,0,0,49.9,None,175.89,,,
9888,05-10-2024,9,123353,6597.647624,6,493054,Urban,32.1,294.9,65.2,Monsoon,Weekday,Local_Festival,16215.52,153.43,480.3,7533.76,65.7,26.9,19.3,7.9,6,25,8000,7341.6,3.55,27.639644,76.107039,Medium,33,18.62,81.5,Main_Road,Average,0,0,40.3,Flood,246.71,,,
9889,24-07-2024,8,22670,16316.25443,5,164206,Rural,37.4,197.2,31.7,Summer,Weekday,None,2919.15,378.73,2566.72,9667.48,55.1,17,9.2,14.6,4,4,3000,2877.4,3.43,23.549092,90.589165,Medium,489,48.38,99.3,Residential,Good,0,0,53.1,None,45.34,,,
9890,03-04-2024,44,89766,2641.292383,6,464066,Rural,22.5,222.6,52.8,Winter,Weekday,Local_Festival,11723.96,57.41,3429.23,10660.8,61.6,26.9,12.6,10,6,29,2000,5862.8,2.57,32.402243,75.309794,Low,392,40.41,81.2,Main_Road,Average,1,1,40.9,Cyclone,179.53,,,
9891,12-08-2024,58,439496,23618.42283,3,201706,Urban,30.7,293.9,93.7,Monsoon,Weekend,None,61568.18,165.26,2109.54,9176.51,47.5,19.7,13.6,14.6,3,1,3000,2887.5,5.23,35.014338,86.524674,Medium,444,11.4,165.3,Highway,Good,0,0,25.3,None,878.99,,,
9892,27-10-2024,67,94694,19765.13497,6,64877,Urban,25,117.4,88.7,Summer,Weekday,None,12378.7,254.26,3085.76,7273.69,52.1,24.9,12,7.9,3,28,2000,4813.3,3.63,25.419362,85.866099,Medium,22,2.25,98,Highway,Poor,1,0,13,None,189.39,,,
9893,13-11-2024,13,459655,5423.55834,2,128505,Urban,29.4,247.3,39.8,Winter,Weekday,None,64631.74,123.68,1435.16,229.83,62.9,13.1,6.8,14.6,6,45,8000,2579,3.37,24.908717,78.879548,High,108,7.18,112.3,Highway,Good,0,0,31.9,None,919.31,,,
9894,17-07-2024,19,477639,16113.27593,7,130970,Urban,19.8,119.9,85.6,Summer,Weekday,None,67397.11,387.91,169.69,5353.2,55.8,28.6,15.2,14.4,5,46,8000,5825.6,5.01,36.71034,71.204229,Low,458,10.06,109.1,Highway,Good,0,0,28.4,Cyclone,955.28,,,
9895,27-09-2024,98,171133,19099.06819,7,151581,Urban,30.3,127.8,70.2,Monsoon,Weekday,National_Festival,22725.68,374.11,2626.31,8950.26,51.8,28.3,6.4,10.5,3,49,2000,5884.1,5.76,14.250382,71.021117,High,491,14.68,65.7,Residential,Good,0,0,17.1,None,342.27,,,
9896,21-08-2024,96,55764,5631.422635,6,324275,Urban,16.4,197.5,31.4,Summer,Weekday,None,7232.36,431.02,185.65,6947.64,61.1,20.5,8.4,12.6,3,15,5000,3313.5,3.63,24.382896,73.325807,Low,118,50.42,76.3,Main_Road,Average,1,0,37.5,None,111.53,,,
9897,15-02-2024,49,382308,2786.592539,2,192208,Rural,40.2,76.9,79.2,Summer,Weekday,Local_Festival,52979.29,282.86,3322.91,392.74,57.7,25.8,6.6,10.2,2,32,8000,5011.9,4.73,20.908848,96.734643,High,299,54.29,25.1,Residential,Good,1,0,10.1,None,764.62,,,
9898,04-03-2024,80,290954,9118.604269,7,397563,Rural,33.8,297.8,56.8,Winter,Weekend,None,39583.59,223.77,1881.01,526.74,63.2,27,16.7,7.6,3,1,2000,2984,2.37,11.647673,82.658996,Medium,436,2.28,31.9,Residential,Good,0,0,43.8,None,581.91,,,
9899,17-08-2024,100,114660,3825.981359,5,323254,Urban,43.2,98.8,55.7,Winter,Weekday,None,15047.85,70.96,3296.55,14200.12,62.4,25.9,16,6.6,5,29,2000,2423.5,5.53,13.680099,91.156298,Low,485,37.64,120.1,Highway,Poor,0,0,38,None,229.32,,,
9900,05-09-2024,82,244394,14359.93678,3,182516,Urban,33,36.9,54.9,Summer,Weekday,Local_Festival,32941.39,378.11,799.65,3572.14,51.3,28.8,18.7,11.3,5,43,3000,7853.4,5.77,10.259413,81.272062,Medium,23,31.11,140.4,Main_Road,Average,0,1,21.8,None,488.79,,,
9901,02-09-2024,78,358038,10890.81528,7,392688,Urban,20.5,96.8,68.8,Monsoon,Weekend,None,49343.4,293.99,2794.12,11393.49,40,20.4,12.8,7.3,6,34,8000,7023.5,2.52,33.119474,89.726868,High,192,1.04,89.1,Residential,Good,0,0,12.1,Flood,716.08,,,
9902,15-03-2024,30,443804,11829.39628,3,294884,Rural,29.5,256.8,76.4,Summer,Weekday,None,62216.62,20.02,1232.62,9281.39,68.1,29.3,12.5,14.4,3,5,8000,3522.7,4.43,14.96521,91.494351,High,161,53.63,137,Highway,Poor,1,0,44.4,Heatwave,887.61,,,
9903,05-06-2024,66,283077,13800.15519,3,428361,Urban,34.9,94.2,72.1,Summer,Weekday,None,38447.74,78.2,840.11,10862.99,56,24.9,18,9.3,6,14,3000,1457.9,3.91,36.098438,95.202991,High,427,30.8,98.6,Highway,Average,0,0,45.6,None,566.15,,,
9904,10-08-2024,77,428250,24560.27758,6,176119,Urban,26.2,183.4,45.7,Winter,Weekday,None,59869.03,118.78,180.67,562.8,69.7,13,9.5,14.6,4,38,8000,6403.9,4.59,15.625318,95.046403,Medium,461,47,38.1,Residential,Poor,1,1,35.3,None,856.5,,,
9905,08-07-2024,91,269091,19919.57383,5,410460,Urban,31.6,280.6,75.9,Winter,Weekend,None,36446.44,389.87,474.61,2724.05,42.5,16.9,10.1,13.4,3,21,2000,947.9,2.6,10.243019,73.301194,Low,5,5.83,78.4,Residential,Good,0,0,9.5,None,538.18,,,
9906,21-02-2024,59,286859,15922.05163,6,208576,Urban,19.9,78,38.8,Winter,Weekday,None,38996.66,474.88,1408.51,9509.55,62.7,11.9,17.1,14.2,4,20,3000,6875.5,4.9,25.69142,78.884127,Medium,102,32.85,149.3,Main_Road,Average,0,0,33.5,None,573.72,,,
9907,28-03-2024,53,35956,9410.787555,4,81713,Rural,38.3,39.4,93.1,Winter,Weekday,Local_Festival,4642.81,420.4,1560.95,1481.69,56.1,27.4,14.8,12.4,4,46,3000,2846.9,3.41,24.947344,94.780144,Low,376,40.82,30.2,Highway,Good,0,0,24.1,Landslide,71.91,,,
9908,08-11-2024,52,223252,1163.199152,2,80373,Urban,42.3,29.1,60.8,Winter,Weekday,Local_Festival,29966.02,381.57,1523.71,11508.29,41.3,27.3,18.9,5.8,4,30,2000,3516.6,4.48,25.290436,69.223291,Medium,218,59.51,61.9,Residential,Good,1,1,53.3,None,446.5,,,
9909,04-12-2024,81,85846,3354.926463,4,202732,Rural,24.4,132.1,35.9,Monsoon,Weekend,National_Festival,11201.78,166.96,815.87,14723.88,51.4,13,12.3,13.3,2,27,2000,2718.1,4.25,26.521571,72.998484,Medium,103,27.13,61.5,Residential,Average,1,0,40.6,None,171.69,,,
9910,06-03-2024,31,224058,18406.24764,2,98308,Urban,38.8,31.3,67.5,Monsoon,Weekday,None,30080.56,212.3,2809.58,7726.52,69.8,24.5,17.2,10.4,6,29,8000,2414.7,5.55,17.863868,87.212074,Medium,474,7.01,131.2,Main_Road,Poor,1,0,9.7,None,448.12,,,
9911,29-05-2024,15,283447,9545.496242,4,287887,Urban,17.8,136.1,67.5,Summer,Weekday,None,38503.74,428.3,2394.37,5807.18,65.9,24.5,16.3,14.4,5,19,3000,5605.2,3.9,32.634531,88.450669,Low,411,53.94,70.2,Highway,Good,0,0,18.9,Heatwave,566.89,,,
9912,20-01-2024,20,118318,8693.717178,3,332915,Rural,22.4,258.8,32.5,Winter,Weekday,None,15539.74,254.07,286.52,1066.94,69,29.1,10.1,5.2,2,41,8000,2236.6,5.81,24.20314,94.550499,Low,339,32.61,88.7,Highway,Average,0,1,19.2,None,236.64,,,
9913,02-02-2024,5,291175,22279.96979,2,194999,Rural,28.9,233.2,30.7,Winter,Weekend,Local_Festival,39614.84,419.19,1497.72,3186.87,45.4,27.2,8.6,12.1,3,19,2000,4920.3,2.11,30.621276,78.506922,Medium,487,54.52,114.5,Residential,Average,0,0,29.9,None,582.35,,,
9914,23-11-2024,7,99786,12370.46782,2,392638,Urban,26.6,174.5,94.7,Summer,Weekend,National_Festival,13056.2,308.11,1450.56,14862.7,66,23.3,5.1,7,5,33,5000,7020.1,3.42,13.773467,76.582891,Low,21,44.06,53.7,Highway,Poor,0,0,34.3,None,199.57,,,
9915,07-10-2024,18,92389,22539.63791,5,202324,Urban,33.6,255.1,55.4,Winter,Weekend,None,12072.52,232.91,3090.42,3573.57,61.7,25,8.4,12.5,6,4,2000,5950.3,4.04,34.024482,77.530241,Medium,12,39.99,52.3,Main_Road,Good,0,0,46.6,None,184.78,,,
9916,15-02-2024,56,416193,22222.6435,3,240099,Urban,31.9,30.1,46,Summer,Weekend,None,58046.38,188.85,2619.08,1473.01,54.5,12.4,5.9,11.1,2,13,2000,7317.6,2.14,15.332674,93.611536,Medium,413,52.12,60.4,Residential,Good,0,0,22.8,None,832.39,,,
9917,13-03-2024,75,309851,2464.441647,2,104748,Rural,17.6,182.8,65.6,Monsoon,Weekday,None,42300.05,10.77,3320.54,13805.48,60.1,19.4,16.2,8.5,2,45,3000,7308.4,4.75,8.973868,74.554155,High,236,50.06,40.7,Highway,Good,1,0,47.4,None,619.7,,,
9918,19-12-2024,96,412681,23661.39297,6,285146,Rural,19,34.7,30.5,Monsoon,Weekday,None,57517,494.75,2065.21,9260.51,60.3,22.6,12,14.3,2,27,5000,1043.8,2.97,25.870617,72.099938,Low,396,15.89,20.5,Main_Road,Average,0,0,49.3,None,825.36,,,
9919,08-11-2024,91,342905,2385.394648,2,343703,Urban,16.6,144.6,30.8,Monsoon,Weekday,Local_Festival,47110.16,438.99,2450.41,1428.06,43,12.2,9.2,5.9,5,25,8000,3602.5,2.04,34.985154,72.14624,Low,458,12.14,152,Highway,Poor,1,0,46.2,None,685.81,,,
9920,08-12-2024,90,256914,24105.89982,7,259819,Urban,43.6,139,37.3,Monsoon,Weekday,None,34717.03,13.71,2175.24,7935.96,65.6,22,8.1,9.7,3,32,8000,7411.5,3.51,32.634168,74.83299,Low,50,54.97,9.6,Main_Road,Good,1,0,16.1,Heatwave,513.83,,,
9921,12-05-2024,45,152712,11589.06548,2,112896,Urban,34.4,79.5,82.2,Summer,Weekday,Local_Festival,20206.27,144.22,684.27,9669.53,68.9,19.4,12.5,6.5,6,35,2000,5682.8,3.78,35.575267,92.629485,Medium,98,49.42,87.7,Main_Road,Good,0,1,29.1,None,305.42,,,
9922,24-02-2024,28,298679,19141.08656,2,208097,Urban,40.7,249,46.1,Winter,Weekend,Local_Festival,40700.69,155.26,210.3,7547.76,66.6,16.8,5.4,10.8,6,22,3000,7118.3,5.87,25.538586,80.573696,High,65,36.94,177.8,Highway,Average,0,1,34.1,None,597.36,,,
9923,01-03-2024,50,437496,17800.537,3,103405,Urban,31.2,68.5,62.7,Summer,Weekday,None,61266.74,170.59,515.26,10299.38,68.9,27.1,9,10.8,3,35,8000,6504.6,2.53,9.966584,96.503692,Low,195,41.73,64.3,Residential,Good,1,0,34.7,None,874.99,,,
9924,10-12-2024,2,7991,13203.12687,7,177373,Rural,20.8,165.6,44.5,Winter,Weekday,None,1025.48,149.57,2201.4,4175.39,61.5,17.5,18.6,15,5,21,5000,6936,3.06,13.626029,95.690287,Medium,235,24.56,20,Highway,Good,1,0,21.4,None,15.98,,,
9925,08-01-2024,84,153873,15676.64306,4,383879,Rural,33.8,144.7,65.4,Summer,Weekday,None,20365.71,461.73,453.51,581.39,40.4,26.8,8.6,8.7,4,27,2000,1037.3,5.87,8.245983,89.281578,Low,420,7.91,121,Highway,Average,0,0,15,Heatwave,307.75,,,
9926,28-09-2024,68,94680,23772.99545,3,329624,Urban,30.2,129.5,63.1,Monsoon,Weekend,None,12376.74,346.12,1169.03,14394.37,41.8,11.9,6.1,14.6,2,30,5000,4853.8,5.04,14.285206,82.429777,Low,91,19.05,152.4,Highway,Poor,1,0,31.4,None,189.36,,,
9927,02-09-2024,77,275109,23220.11152,4,329497,Urban,27.2,10.1,56,Monsoon,Weekday,None,37303.13,300.06,779.78,9931.07,67.2,18.2,6,14.5,5,32,8000,7710,3.33,22.621779,75.334208,Low,445,11.55,162.1,Residential,Average,1,0,34.8,None,550.22,,,
9928,24-06-2024,24,411946,16530.98823,4,499271,Urban,26.2,209,58.2,Monsoon,Weekend,None,57404,218.88,2165.34,2691.23,51.5,23.6,12.4,9.8,6,40,5000,3331.8,3.96,31.272814,94.056695,Low,103,0.91,81.8,Highway,Good,1,0,25.1,None,823.89,,,
9929,25-04-2024,48,34553,16614.10763,5,232744,Urban,34.5,3.8,72.5,Monsoon,Weekend,None,4460.16,348.05,2118.57,329.45,53.5,11.8,19.1,13.7,5,26,2000,4433.6,5.54,10.097913,91.150791,Low,93,48.43,131.2,Main_Road,Good,0,0,47.7,None,69.11,,,
9930,12-11-2024,45,385946,6549.997988,4,282627,Rural,33.5,246.2,84.7,Summer,Weekday,None,53519.9,311.68,1316.26,3402.89,65.6,13.2,18.4,6.3,6,30,8000,979,5.23,12.184684,80.394012,High,485,37.82,30.4,Main_Road,Average,0,0,41.1,None,771.89,,,
9931,27-09-2024,93,13301,20801.27562,5,111018,Urban,19.5,79.9,50.8,Monsoon,Weekend,None,1709.09,92.19,560.62,6447.74,61.6,17.4,13,7.5,4,14,8000,6893.5,3.57,19.116287,69.607017,Medium,29,42.85,13.3,Main_Road,Poor,0,0,13.1,None,26.6,,,
9932,11-07-2024,58,286080,15998.78166,2,178706,Urban,39.5,36,64.6,Winter,Weekday,Local_Festival,38886.51,153.53,3101.99,14575.33,59.7,10.5,8.4,13.6,2,37,5000,3636,2.33,16.966585,83.860032,High,97,10.47,56.7,Main_Road,Good,0,0,27.3,None,572.16,,,
9933,29-05-2024,36,243625,20743.0954,4,139471,Urban,34.1,125.1,85.5,Winter,Weekday,Local_Festival,32830.5,483,1303.58,10863.36,51.3,11.9,14.2,10.4,2,35,3000,2127.4,2.58,11.808859,84.765382,Low,305,39.41,30.9,Main_Road,Good,0,0,30.8,None,487.25,,,
9934,10-05-2024,2,150227,16617.38405,5,194119,Urban,31.1,167.8,40.9,Monsoon,Weekday,None,19866.72,493.45,1379.51,4378.29,68.7,22,18.9,5.9,6,36,8000,1761.2,4.05,33.429727,94.723502,Medium,488,4.72,81.4,Main_Road,Good,1,0,13.5,None,300.45,,,
9935,11-04-2024,18,395122,7833.340638,2,264244,Urban,37.5,93.1,93.7,Winter,Weekend,None,54888.91,26.98,900.91,12504.79,65.9,11.8,17.9,5.8,6,28,5000,7874.5,4.96,34.94997,88.7756,Low,460,23.47,115.6,Residential,Average,1,0,13.5,None,790.24,,,
9936,05-11-2024,49,132230,5142.294367,3,460394,Rural,19.6,36.5,78.8,Summer,Weekday,None,17417.45,157.43,2507.01,10468.27,54.8,10.7,19.7,11.1,2,44,5000,2768.9,3.77,23.408369,96.481034,Medium,347,40.63,149.7,Residential,Good,1,0,13.1,None,264.46,,,
9937,26-09-2024,8,484869,2385.663183,7,310931,Rural,42.6,5.5,53.8,Summer,Weekday,Local_Festival,68517.44,493.14,329.98,7813.04,57.9,22.7,8.2,10.8,2,47,8000,5568.6,4.59,17.588218,80.161645,High,374,45.45,142.8,Main_Road,Good,1,0,34,None,969.74,,,
9938,18-10-2024,58,53848,14856.87584,3,281002,Urban,23.1,211.1,54.4,Summer,Weekend,None,6981.03,13.24,2461.88,1153.85,56.9,19.7,11.1,14.5,6,49,5000,5994.3,4.64,19.713227,80.315284,Medium,48,9.17,107.5,Main_Road,Good,1,0,41.2,None,107.7,,,
9939,28-07-2024,15,269186,7459.258259,4,328226,Urban,22.9,265.9,43.3,Summer,Weekday,National_Festival,36459.67,476.89,2924.45,9020.33,54.1,14.4,8.9,7.6,2,13,5000,2724,4.3,27.859248,76.222716,Low,416,20.64,165.4,Main_Road,Average,1,0,34.6,None,538.37,,,
9940,26-12-2024,17,416781,15947.48311,5,424398,Urban,39.4,30.2,47.4,Summer,Weekday,None,58135.14,343,387.25,1933.23,43.4,23.2,17.9,7.4,6,35,8000,1524.2,4.06,18.924463,78.734572,High,89,59.92,152.5,Highway,Average,1,0,28.4,None,833.56,,,
9941,03-12-2024,23,183674,1937.0829,4,350102,Rural,25,69.2,68.2,Monsoon,Weekday,None,24451.08,315.8,2904.84,12685.04,69.2,22.8,10.1,11.8,2,38,2000,7248.9,2.94,19.311401,77.288231,Medium,109,39.96,37.2,Highway,Poor,1,0,16.9,None,367.35,,,
9942,07-03-2024,66,304404,9703.745093,5,484266,Urban,39.9,6.1,30.2,Monsoon,Weekday,None,41520.28,412.78,287.8,2584.32,60.3,22,13.2,5.1,4,49,2000,5643.7,2.59,15.571154,79.585074,Low,313,32.05,154.8,Highway,Average,0,0,35.9,Flood,608.81,,,
9943,10-01-2024,70,303470,6883.553777,6,94637,Rural,24.8,265.5,31.5,Winter,Weekday,None,41385.92,499.05,3462.44,4159.64,63,10.7,16.8,8.8,4,12,3000,756.5,5.62,31.237296,79.441706,Medium,68,48.82,51.2,Main_Road,Average,0,1,43.5,None,606.94,,,
9944,18-02-2024,93,47581,9573.184911,5,253851,Urban,31.5,133.4,94.1,Summer,Weekend,None,6159.82,183.02,1762.04,4917.25,44.8,18.9,8.9,10.8,3,7,5000,4366,3.64,24.925949,74.746219,Low,235,18.49,51.5,Highway,Good,1,1,25.7,None,95.16,,,
9945,20-04-2024,27,139730,1829.944029,3,145847,Urban,21.9,277.6,45.3,Monsoon,Weekend,None,18436.1,441.97,2259.78,11632.59,41,15,17.6,13.4,3,50,5000,4147.1,5.18,11.353959,93.497249,Low,491,31.17,109.8,Main_Road,Average,0,0,21.8,None,279.46,,,
9946,16-11-2024,37,86855,18242.44476,6,97548,Rural,36.9,140.4,83.9,Winter,Weekday,None,11336.84,250.08,758.91,6660.18,61.5,15,11,14.5,3,15,8000,1170.3,3.19,33.590128,77.143995,Low,379,41.17,104.7,Residential,Good,1,0,13.8,Cyclone,173.71,,,
9947,06-08-2024,49,351758,3359.084662,3,57364,Rural,20,258.7,69.8,Monsoon,Weekday,None,48410.01,366.28,1497.01,12814.87,70,20.2,7.3,12.3,6,34,2000,6426.3,4.36,9.329749,93.687773,Low,360,3.44,66.5,Main_Road,Average,0,0,37.9,None,703.52,,,
9948,26-02-2024,64,369332,852.8643455,7,475143,Urban,42,285.5,59,Summer,Weekend,None,51033.52,412.84,2613.4,5538.54,61.5,18.6,13.9,9.3,5,12,3000,3519.6,2.61,13.283487,84.178712,Medium,410,20.45,29.5,Highway,Good,0,0,43.2,Landslide,738.66,,,
9949,09-10-2024,34,173620,23684.08298,7,234396,Urban,26.1,100.5,77.6,Summer,Weekend,Local_Festival,23066.73,146.04,514.26,3990.77,58.3,26.4,6.7,7.6,5,46,3000,1685.8,3.94,18.407665,70.80351,Medium,172,13.64,62.2,Residential,Average,1,1,51.4,None,347.24,,,
